Notes,County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Torrance County, NM",35057,All other non-drug and non-alcohol causes,O,1630,172908,942.7
,"Union County, NM",35059,Drug-induced causes,D,Suppressed,46854,Suppressed
,"Union County, NM",35059,Alcohol-induced causes,A,Suppressed,46854,Suppressed
,"Union County, NM",35059,All other non-drug and non-alcohol causes,O,513,46854,1094.9
,"Valencia County, NM",35061,Drug-induced causes,D,252,840392,30
,"Valencia County, NM",35061,Alcohol-induced causes,A,228,840392,27.1
,"Valencia County, NM",35061,All other non-drug and non-alcohol causes,O,6890,840392,819.9
,"Albany County, NY",36001,Drug-induced causes,D,479,3372456,14.2
,"Albany County, NY",36001,Alcohol-induced causes,A,238,3372456,7.1
,"Albany County, NY",36001,All other non-drug and non-alcohol causes,O,29520,3372456,875.3
,"Allegany County, NY",36003,Drug-induced causes,D,47,521467,9
,"Allegany County, NY",36003,Alcohol-induced causes,A,40,521467,7.7
,"Allegany County, NY",36003,All other non-drug and non-alcohol causes,O,5241,521467,1005
,"Bronx County, NY",36005,Drug-induced causes,D,3552,15676280,22.7
,"Bronx County, NY",36005,Alcohol-induced causes,A,1558,15676280,9.9
,"Bronx County, NY",36005,All other non-drug and non-alcohol causes,O,104496,15676280,666.6
,"Broome County, NY",36007,Drug-induced causes,D,503,2149681,23.4
,"Broome County, NY",36007,Alcohol-induced causes,A,267,2149681,12.4
,"Broome County, NY",36007,All other non-drug and non-alcohol causes,O,22717,2149681,1056.8
,"Cattaraugus County, NY",36009,Drug-induced causes,D,126,858866,14.7
,"Cattaraugus County, NY",36009,Alcohol-induced causes,A,101,858866,11.8
,"Cattaraugus County, NY",36009,All other non-drug and non-alcohol causes,O,9086,858866,1057.9
,"Cayuga County, NY",36011,Drug-induced causes,D,167,861118,19.4
,"Cayuga County, NY",36011,Alcohol-induced causes,A,80,861118,9.3
,"Cayuga County, NY",36011,All other non-drug and non-alcohol causes,O,8247,861118,957.7
,"Chautauqua County, NY",36013,Drug-induced causes,D,295,1438148,20.5
,"Chautauqua County, NY",36013,Alcohol-induced causes,A,157,1438148,10.9
,"Chautauqua County, NY",36013,All other non-drug and non-alcohol causes,O,16073,1438148,1117.6
,"Chemung County, NY",36015,Drug-induced causes,D,213,952139,22.4
,"Chemung County, NY",36015,Alcohol-induced causes,A,113,952139,11.9
,"Chemung County, NY",36015,All other non-drug and non-alcohol causes,O,10608,952139,1114.1
,"Chenango County, NY",36017,Drug-induced causes,D,71,536216,13.2
,"Chenango County, NY",36017,Alcohol-induced causes,A,42,536216,7.8
,"Chenango County, NY",36017,All other non-drug and non-alcohol causes,O,6165,536216,1149.7
,"Clinton County, NY",36019,Drug-induced causes,D,120,893212,13.4
,"Clinton County, NY",36019,Alcohol-induced causes,A,77,893212,8.6
,"Clinton County, NY",36019,All other non-drug and non-alcohol causes,O,7768,893212,869.7
,"Columbia County, NY",36021,Drug-induced causes,D,107,674523,15.9
,"Columbia County, NY",36021,Alcohol-induced causes,A,59,674523,8.7
,"Columbia County, NY",36021,All other non-drug and non-alcohol causes,O,7350,674523,1089.7
,"Cortland County, NY",36023,Drug-induced causes,D,85,533100,15.9
,"Cortland County, NY",36023,Alcohol-induced causes,A,31,533100,5.8
,"Cortland County, NY",36023,All other non-drug and non-alcohol causes,O,4864,533100,912.4
,"Delaware County, NY",36025,Drug-induced causes,D,83,505295,16.4
,"Delaware County, NY",36025,Alcohol-induced causes,A,51,505295,10.1
,"Delaware County, NY",36025,All other non-drug and non-alcohol causes,O,5818,505295,1151.4
,"Dutchess County, NY",36027,Drug-induced causes,D,804,3253328,24.7
,"Dutchess County, NY",36027,Alcohol-induced causes,A,205,3253328,6.3
,"Dutchess County, NY",36027,All other non-drug and non-alcohol causes,O,26329,3253328,809.3
,"Erie County, NY",36029,Drug-induced causes,D,2198,10123669,21.7
,"Erie County, NY",36029,Alcohol-induced causes,A,1023,10123669,10.1
,"Erie County, NY",36029,All other non-drug and non-alcohol causes,O,104656,10123669,1033.8
,"Essex County, NY",36031,Drug-induced causes,D,51,420565,12.1
,"Essex County, NY",36031,Alcohol-induced causes,A,54,420565,12.8
,"Essex County, NY",36031,All other non-drug and non-alcohol causes,O,4534,420565,1078.1
,"Franklin County, NY",36033,Drug-induced causes,D,74,560360,13.2
,"Franklin County, NY",36033,Alcohol-induced causes,A,62,560360,11.1
,"Franklin County, NY",36033,All other non-drug and non-alcohol causes,O,4927,560360,879.3
,"Fulton County, NY",36035,Drug-induced causes,D,87,595810,14.6
,"Fulton County, NY",36035,Alcohol-induced causes,A,48,595810,8.1
,"Fulton County, NY",36035,All other non-drug and non-alcohol causes,O,6594,595810,1106.7
,"Genesee County, NY",36037,Drug-induced causes,D,117,645825,18.1
,"Genesee County, NY",36037,Alcohol-induced causes,A,55,645825,8.5
,"Genesee County, NY",36037,All other non-drug and non-alcohol causes,O,6735,645825,1042.9
,"Greene County, NY",36039,Drug-induced causes,D,119,527729,22.5
,"Greene County, NY",36039,Alcohol-induced causes,A,38,527729,7.2
,"Greene County, NY",36039,All other non-drug and non-alcohol causes,O,5535,527729,1048.8
,"Hamilton County, NY",36041,Drug-induced causes,D,Suppressed,50829,Suppressed
,"Hamilton County, NY",36041,Alcohol-induced causes,A,12,50829,Unreliable
,"Hamilton County, NY",36041,All other non-drug and non-alcohol causes,O,668,50829,1314.2
,"Herkimer County, NY",36043,Drug-induced causes,D,83,693162,12
,"Herkimer County, NY",36043,Alcohol-induced causes,A,70,693162,10.1
,"Herkimer County, NY",36043,All other non-drug and non-alcohol causes,O,7322,693162,1056.3
,"Jefferson County, NY",36045,Drug-induced causes,D,207,1268520,16.3
,"Jefferson County, NY",36045,Alcohol-induced causes,A,112,1268520,8.8
,"Jefferson County, NY",36045,All other non-drug and non-alcohol causes,O,9633,1268520,759.4
,"Kings County, NY",36047,Drug-induced causes,D,3319,28413245,11.7
,"Kings County, NY",36047,Alcohol-induced causes,A,2187,28413245,7.7
,"Kings County, NY",36047,All other non-drug and non-alcohol causes,O,178463,28413245,628.1
,"Lewis County, NY",36049,Drug-induced causes,D,49,295055,16.6
,"Lewis County, NY",36049,Alcohol-induced causes,A,22,295055,7.5
,"Lewis County, NY",36049,All other non-drug and non-alcohol causes,O,2635,295055,893.1
,"Livingston County, NY",36051,Drug-induced causes,D,102,705876,14.5
,"Livingston County, NY",36051,Alcohol-induced causes,A,39,705876,5.5
,"Livingston County, NY",36051,All other non-drug and non-alcohol causes,O,5995,705876,849.3
,"Madison County, NY",36053,Drug-induced causes,D,109,790297,13.8
,"Madison County, NY",36053,Alcohol-induced causes,A,65,790297,8.2
,"Madison County, NY",36053,All other non-drug and non-alcohol causes,O,6595,790297,834.5
,"Monroe County, NY",36055,Drug-induced causes,D,1603,8207358,19.5
,"Monroe County, NY",36055,Alcohol-induced causes,A,694,8207358,8.5
,"Monroe County, NY",36055,All other non-drug and non-alcohol causes,O,71368,8207358,869.6
,"Montgomery County, NY",36057,Drug-induced causes,D,69,545774,12.6
,"Montgomery County, NY",36057,Alcohol-induced causes,A,43,545774,7.9
,"Montgomery County, NY",36057,All other non-drug and non-alcohol causes,O,6371,545774,1167.3
,"Nassau County, NY",36059,Drug-induced causes,D,2113,14902939,14.2
,"Nassau County, NY",36059,Alcohol-induced causes,A,749,14902939,5
,"Nassau County, NY",36059,All other non-drug and non-alcohol causes,O,120120,14902939,806
,"New York County, NY",36061,Drug-induced causes,D,2804,17891713,15.7
,"New York County, NY",36061,Alcohol-induced causes,A,1378,17891713,7.7
,"New York County, NY",36061,All other non-drug and non-alcohol causes,O,109566,17891713,612.4
,"Niagara County, NY",36063,Drug-induced causes,D,513,2339226,21.9
,"Niagara County, NY",36063,Alcohol-induced causes,A,235,2339226,10
,"Niagara County, NY",36063,All other non-drug and non-alcohol causes,O,25672,2339226,1097.5
,"Oneida County, NY",36065,Drug-induced causes,D,474,2549793,18.6
,"Oneida County, NY",36065,Alcohol-induced causes,A,196,2549793,7.7
,"Oneida County, NY",36065,All other non-drug and non-alcohol causes,O,27577,2549793,1081.5
,"Onondaga County, NY",36067,Drug-induced causes,D,1040,5119027,20.3
,"Onondaga County, NY",36067,Alcohol-induced causes,A,483,5119027,9.4
,"Onondaga County, NY",36067,All other non-drug and non-alcohol causes,O,46149,5119027,901.5
,"Ontario County, NY",36069,Drug-induced causes,D,180,1202805,15
,"Ontario County, NY",36069,Alcohol-induced causes,A,107,1202805,8.9
,"Ontario County, NY",36069,All other non-drug and non-alcohol causes,O,11400,1202805,947.8
,"Orange County, NY",36071,Drug-induced causes,D,922,4165096,22.1
,"Orange County, NY",36071,Alcohol-induced causes,A,233,4165096,5.6
,"Orange County, NY",36071,All other non-drug and non-alcohol causes,O,28960,4165096,695.3
,"Orleans County, NY",36073,Drug-induced causes,D,43,457413,9.4
,"Orleans County, NY",36073,Alcohol-induced causes,A,25,457413,5.5
,"Orleans County, NY",36073,All other non-drug and non-alcohol causes,O,4615,457413,1008.9
,"Oswego County, NY",36075,Drug-induced causes,D,254,1317094,19.3
,"Oswego County, NY",36075,Alcohol-induced causes,A,104,1317094,7.9
,"Oswego County, NY",36075,All other non-drug and non-alcohol causes,O,11588,1317094,879.8
,"Otsego County, NY",36077,Drug-induced causes,D,95,667466,14.2
,"Otsego County, NY",36077,Alcohol-induced causes,A,60,667466,9
,"Otsego County, NY",36077,All other non-drug and non-alcohol causes,O,6610,667466,990.3
,"Putnam County, NY",36079,Drug-induced causes,D,204,1091391,18.7
,"Putnam County, NY",36079,Alcohol-induced causes,A,66,1091391,6
,"Putnam County, NY",36079,All other non-drug and non-alcohol causes,O,7512,1091391,688.3
,"Queens County, NY",36081,Drug-induced causes,D,2540,25158467,10.1
,"Queens County, NY",36081,Alcohol-induced causes,A,1856,25158467,7.4
,"Queens County, NY",36081,All other non-drug and non-alcohol causes,O,161954,25158467,643.7
,"Rensselaer County, NY",36083,Drug-induced causes,D,228,1754673,13
,"Rensselaer County, NY",36083,Alcohol-induced causes,A,116,1754673,6.6
,"Rensselaer County, NY",36083,All other non-drug and non-alcohol causes,O,16221,1754673,924.4
,"Richmond County, NY",36085,Drug-induced causes,D,1163,5213505,22.3
,"Richmond County, NY",36085,Alcohol-induced causes,A,435,5213505,8.3
,"Richmond County, NY",36085,All other non-drug and non-alcohol causes,O,39578,5213505,759.1
,"Rockland County, NY",36087,Drug-induced causes,D,393,3548765,11.1
,"Rockland County, NY",36087,Alcohol-induced causes,A,159,3548765,4.5
,"Rockland County, NY",36087,All other non-drug and non-alcohol causes,O,24197,3548765,681.8
,"St. Lawrence County, NY",36089,Drug-induced causes,D,132,1212869,10.9
,"St. Lawrence County, NY",36089,Alcohol-induced causes,A,102,1212869,8.4
,"St. Lawrence County, NY",36089,All other non-drug and non-alcohol causes,O,10888,1212869,897.7
,"Saratoga County, NY",36091,Drug-induced causes,D,228,2484903,9.2
,"Saratoga County, NY",36091,Alcohol-induced causes,A,167,2484903,6.7
,"Saratoga County, NY",36091,All other non-drug and non-alcohol causes,O,19458,2484903,783
,"Schenectady County, NY",36093,Drug-induced causes,D,257,1706706,15.1
,"Schenectady County, NY",36093,Alcohol-induced causes,A,118,1706706,6.9
,"Schenectady County, NY",36093,All other non-drug and non-alcohol causes,O,16731,1706706,980.3
,"Schoharie County, NY",36095,Drug-induced causes,D,32,348131,9.2
,"Schoharie County, NY",36095,Alcohol-induced causes,A,21,348131,6
,"Schoharie County, NY",36095,All other non-drug and non-alcohol causes,O,3103,348131,891.3
,"Schuyler County, NY",36097,Drug-induced causes,D,21,199846,10.5
,"Schuyler County, NY",36097,Alcohol-induced causes,A,11,199846,Unreliable
,"Schuyler County, NY",36097,All other non-drug and non-alcohol causes,O,2205,199846,1103.3
,"Seneca County, NY",36099,Drug-induced causes,D,51,382462,13.3
,"Seneca County, NY",36099,Alcohol-induced causes,A,39,382462,10.2
,"Seneca County, NY",36099,All other non-drug and non-alcohol causes,O,3812,382462,996.7
,"Steuben County, NY",36101,Drug-induced causes,D,128,1070814,12
,"Steuben County, NY",36101,Alcohol-induced causes,A,99,1070814,9.2
,"Steuben County, NY",36101,All other non-drug and non-alcohol causes,O,11028,1070814,1029.9
,"Suffolk County, NY",36103,Drug-induced causes,D,3725,16413235,22.7
,"Suffolk County, NY",36103,Alcohol-induced causes,A,1134,16413235,6.9
,"Suffolk County, NY",36103,All other non-drug and non-alcohol causes,O,130661,16413235,796.1
,"Sullivan County, NY",36105,Drug-induced causes,D,295,835743,35.3
,"Sullivan County, NY",36105,Alcohol-induced causes,A,69,835743,8.3
,"Sullivan County, NY",36105,All other non-drug and non-alcohol causes,O,7829,835743,936.8
,"Tioga County, NY",36107,Drug-induced causes,D,83,544217,15.3
,"Tioga County, NY",36107,Alcohol-induced causes,A,56,544217,10.3
,"Tioga County, NY",36107,All other non-drug and non-alcohol causes,O,5103,544217,937.7
,"Tompkins County, NY",36109,Drug-induced causes,D,180,1134779,15.9
,"Tompkins County, NY",36109,Alcohol-induced causes,A,74,1134779,6.5
,"Tompkins County, NY",36109,All other non-drug and non-alcohol causes,O,7314,1134779,644.5
,"Ulster County, NY",36111,Drug-induced causes,D,455,1980848,23
,"Ulster County, NY",36111,Alcohol-induced causes,A,150,1980848,7.6
,"Ulster County, NY",36111,All other non-drug and non-alcohol causes,O,18095,1980848,913.5
,"Warren County, NY",36113,Drug-induced causes,D,78,713138,10.9
,"Warren County, NY",36113,Alcohol-induced causes,A,83,713138,11.6
,"Warren County, NY",36113,All other non-drug and non-alcohol causes,O,7577,713138,1062.5
,"Washington County, NY",36115,Drug-induced causes,D,62,683437,9.1
,"Washington County, NY",36115,Alcohol-induced causes,A,55,683437,8
,"Washington County, NY",36115,All other non-drug and non-alcohol causes,O,6955,683437,1017.7
,"Wayne County, NY",36117,Drug-induced causes,D,121,1006929,12
,"Wayne County, NY",36117,Alcohol-induced causes,A,82,1006929,8.1
,"Wayne County, NY",36117,All other non-drug and non-alcohol causes,O,9376,1006929,931.1
,"Westchester County, NY",36119,Drug-induced causes,D,1316,10640220,12.4
,"Westchester County, NY",36119,Alcohol-induced causes,A,496,10640220,4.7
,"Westchester County, NY",36119,All other non-drug and non-alcohol causes,O,78903,10640220,741.6
,"Wyoming County, NY",36121,Drug-induced causes,D,58,450416,12.9
,"Wyoming County, NY",36121,Alcohol-induced causes,A,26,450416,5.8
,"Wyoming County, NY",36121,All other non-drug and non-alcohol causes,O,4136,450416,918.3
,"Yates County, NY",36123,Drug-induced causes,D,36,275970,13
,"Yates County, NY",36123,Alcohol-induced causes,A,34,275970,12.3
,"Yates County, NY",36123,All other non-drug and non-alcohol causes,O,2869,275970,1039.6
,"Alamance County, NC",37001,Drug-induced causes,D,309,1756158,17.6
,"Alamance County, NC",37001,Alcohol-induced causes,A,177,1756158,10.1
,"Alamance County, NC",37001,All other non-drug and non-alcohol causes,O,17666,1756158,1005.9
,"Alexander County, NC",37003,Drug-induced causes,D,83,409790,20.3
,"Alexander County, NC",37003,Alcohol-induced causes,A,44,409790,10.7
,"Alexander County, NC",37003,All other non-drug and non-alcohol causes,O,4169,409790,1017.4
,"Alleghany County, NC",37005,Drug-induced causes,D,25,121160,20.6
,"Alleghany County, NC",37005,Alcohol-induced causes,A,10,121160,Unreliable
,"Alleghany County, NC",37005,All other non-drug and non-alcohol causes,O,1473,121160,1215.7
,"Anson County, NC",37007,Drug-induced causes,D,37,281452,13.1
,"Anson County, NC",37007,Alcohol-induced causes,A,27,281452,9.6
,"Anson County, NC",37007,All other non-drug and non-alcohol causes,O,3308,281452,1175.3
,"Ashe County, NC",37009,Drug-induced causes,D,51,298177,17.1
,"Ashe County, NC",37009,Alcohol-induced causes,A,40,298177,13.4
,"Ashe County, NC",37009,All other non-drug and non-alcohol causes,O,3663,298177,1228.5
,"Avery County, NC",37011,Drug-induced causes,D,29,193864,15
,"Avery County, NC",37011,Alcohol-induced causes,A,23,193864,11.9
,"Avery County, NC",37011,All other non-drug and non-alcohol causes,O,2215,193864,1142.6
,"Beaufort County, NC",37013,Drug-induced causes,D,126,521417,24.2
,"Beaufort County, NC",37013,Alcohol-induced causes,A,70,521417,13.4
,"Beaufort County, NC",37013,All other non-drug and non-alcohol causes,O,6320,521417,1212.1
,"Bertie County, NC",37015,Drug-induced causes,D,26,219221,11.9
,"Bertie County, NC",37015,Alcohol-induced causes,A,16,219221,Unreliable
,"Bertie County, NC",37015,All other non-drug and non-alcohol causes,O,2751,219221,1254.9
,"Bladen County, NC",37017,Drug-induced causes,D,86,374893,22.9
,"Bladen County, NC",37017,Alcohol-induced causes,A,30,374893,8
,"Bladen County, NC",37017,All other non-drug and non-alcohol causes,O,4394,374893,1172.1
,"Brunswick County, NC",37019,Drug-induced causes,D,384,1373140,28
,"Brunswick County, NC",37019,Alcohol-induced causes,A,148,1373140,10.8
,"Brunswick County, NC",37019,All other non-drug and non-alcohol causes,O,14584,1373140,1062.1
